CocState,CoC,Coc\ID,HudNum,year,Organization ID,Organization Name,Project ID,Project Name,Project Type,Bed Type,Geo Code,Inventory Type,Target Population A,Target Population B,address1,city,state,zip,Beds HH w/ Children,Units HH w/ Children,HMIS Beds HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/o Children,HMIS Beds HH w/o Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,Beds HH w/ only Children,HMIS Beds HH w/ only Children,CH Beds HH w only Children,Year-Round Beds,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Total Beds,Updated On,notes,projectNotes
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11475,Multnomah County,98419,"Housing Choice Voucher (HCV: 5104, 5105, 5167, 5106, 5107, 5108, 5109)",PSH,,411098,C,SMF+HC,NA,421 SW OAK ST,PORTLAND,OR,97204,603,162,603,0,0,36,25,25,0,0,4,0,0,0,628,,,,,628,7/3/18 14:48,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11475,Multnomah County,98418,"Mobile Housing Team Initiative (MHT:4499, 4500, 5166, 4501, 4498, 4502, 4503)",RRH,,411098,C,SMF+HC,NA,421 SW OAK ST,PORTLAND,OR,97204,521,141,521,0,0,,28,28,0,0,,0,0,,549,,,,,549,4/10/18 11:29,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11475,Multnomah County,111296,Mult. Co. DD STRA RRH (5569),RRH,,411098,C,SMF+HC,NA,421 SW Oak St #610,portland,OR,97204,6,1,6,0,0,,3,3,0,0,,0,0,,9,,,,,9,4/26/18 14:46,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11475,Multnomah County,7466,Mult. Co. DDSD SPC:spc4 (3136),PSH,,419051,C,SMF+HC,NA,421 SW OAK ST,PORTLAND,OR,97204,50,13,50,0,0,50,15,15,0,0,15,0,0,0,65,,,,,65,4/20/18 10:21,,HAP
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,31785,My Father's  House,90733,My Father's  House (477),ES,F,419051,C,HC,NA,5003 W POWELL BLVD,GRESHAM,OR,97030,90,30,0,0,0,,0,0,0,0,,0,0,,90,0,0,,,90,4/5/18 11:24,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12022,Native American Rehabilitation Association (NARA),107075,"NARA - STRA  RRH (5717, 5571)",RRH,,411098,C,HC,NA,1776 SW MADISON ST,PORTLAND,OR,97205,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/10/18 15:21,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4988,Native American Youth Association (NAYA),32840,Native American Youth Association (NAYA) - Ceel Ocks Manor (3003),PSH,,411098,C,SMF,NA,9021 N CENTRAL ST,PORTLAND,OR,97203,12,4,0,0,0,0,6,0,0,1,0,0,0,0,18,,,,,18,4/27/18 15:07,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4988,Native American Youth Association (NAYA),32841,Native American Youth Association (NAYA) - Nelson Court (2967),PSH,,411098,C,HC,NA,9837 N TAFT AVE,PORTLAND,OR,97203,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,,,,,3,4/27/18 15:07,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4988,Native American Youth Association (NAYA),32843,Native American Youth Association (NAYA) - Tistilal Village (2969),PSH,,411098,C,HC,NA,7633 N HEREFORD AVE,PORTLAND,OR,97203,5,2,0,0,5,0,0,0,0,0,0,0,0,0,5,,,,,5,4/27/18 15:07,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4988,Native American Youth Association (NAYA),55547,Native American Youth Association- ESGP (3923),RRH,,411098,C,SMF+HC,NA,5135 NE COLUMBIA BLVD,PORTLAND,OR,97218,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/10/18 15:22,,allocation 2011.2
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9338,Neighborhood House,111165,NH - 19th Ave RRH (6057),RRH,,411098,C,HC,NA,6552 SW 19TH AVE,PORTLAND,OR,97239,49,21,49,0,0,,2,2,0,0,,0,0,,51,,,,,51,4/10/18 15:23,formerly TH,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12020,New Avenues for Youth,26151,New Avenues for Youth - Collaboration  (2642),PSH,,411098,C,SMF,NA,314 SW 9TH AVE,PORTLAND,OR,97205,2,1,2,0,0,0,2,2,0,2,0,0,0,0,4,,,,,4,4/20/18 10:22,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12020,New Avenues for Youth,111297,New Avenues for Youth - New Doors RRH (4586),RRH,,411098,C,SMF,NA,314 SW 9TH AVE,PORTLAND,OR,97205,0,0,0,0,0,,4,4,0,4,,0,0,,4,,,,,4,4/26/18 14:41,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12020,New Avenues for Youth,111299,"New Avenues for Youth- Unity House RRH (5224, 5875)",RRH,,411098,C,YMF,NA,314 SW 9TH AVE,PORTLAND,OR,97205,0,0,0,0,0,,8,8,0,8,,0,0,,8,,,,,8,4/26/18 14:30,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12020,New Avenues for Youth,44579,"New Avenues for Youth-Roads to Housing (3089, 3102, 3101,3100)",PSH,,411098,C,SMF,NA,314 SW 9TH AVE,PORTLAND,OR,97205,2,1,2,0,2,0,4,4,0,0,2,0,0,0,6,,,,,6,4/20/18 10:22,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12020,New Avenues for Youth,25663,New Avenues for Youth: Homeless Youth Continuum (3060),TH,,411098,C,SMF+HC,NA,314 SW 9TH AVE,PORTLAND,OR,97205,4,2,4,0,4,,17,17,0,17,,0,0,,21,,,,,21,4/26/18 11:24,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12020,New Avenues for Youth,25686,New Avenues for Youth: HUD Horizons Youth (3068),RRH,,411098,C,SMF+HC,NA,314 SW 9TH AVE,PORTLAND,OR,97205,0,0,0,0,0,,1,1,0,1,,0,0,,1,,,,,1,4/26/18 13:15,Closing 4/2018,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12020,New Avenues for Youth,26142,New Avenues for Youth: Pathways Mental Health Housing (2565),PSH,,411098,C,SMF,NA,314 SW 9TH AVE,PORTLAND,OR,97205,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,,,,,2,4/20/18 10:22,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9407,Northwest Housing Alternatives,208,Oak Apartments (2968),PSH,,411098,C,SMF,NA,333 SW OAK ST,PORTLAND,OR,97204,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,,,,,30,4/27/18 15:07,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9407,Northwest Housing Alternatives,22512,Roselyn (3004),PSH,,411098,C,HC,NA,424 NW 21ST AVE,PORTLAND,OR,97209,20,7,0,0,0,0,0,0,0,0,0,0,0,0,20,,,,,20,4/27/18 15:08,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9407,Northwest Housing Alternatives,19679,Village at Headwaters (3005),PSH,,411098,C,SMF,NA,3131 SW MARIGOLD ST,PORTLAND,OR,97219,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,,,,,5,4/27/18 15:08,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9407,Northwest Housing Alternatives,19772,Weidler Commons (3006),PSH,,411098,C,SMF,NA,1529 NE 21ST AVE,PORTLAND,OR,97232,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,,,,,5,4/27/18 15:08,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9408,Northwest Pilot Project,26079,Northwest Pilot Project - Morrison SPC: spcich (3191),PSH,,411098,C,SMF,NA,1959 SW MORRISON ST,PORTLAND,OR,97205,0,0,0,0,0,0,22,22,0,0,22,0,0,0,22,,,,,22,4/20/18 10:22,,HAP
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9408,Northwest Pilot Project,85396,Northwest Pilot Project - PSH Projects (2778),PSH,,411098,C,SMF,NA,1959 SW MORRISON ST,PORTLAND,OR,97205,2,1,2,0,0,0,90,90,0,0,50,0,0,0,92,,,,,92,4/20/18 10:23,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9408,Northwest Pilot Project,111301,"NWPP - ERA LRA RRH (6089, 6413)",RRH,,411098,C,SMF,NA,1430 SW BROADWAY,PORTLAND,OR,97201,0,0,0,0,0,,1,1,0,0,,0,0,,1,,,,,1,4/26/18 14:42,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9408,Northwest Pilot Project,7890,NWPP - Pathways RRH (2463),RRH,,411098,C,SMF,NA,1430 SW BROADWAY,PORTLAND,OR,97201,0,0,0,0,0,,12,12,0,0,,0,0,,12,,,,,12,4/26/18 13:16,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9408,Northwest Pilot Project,25439,"NWPP - STRA (2466, 6184, 5575)",RRH,,411098,C,SMF,NA,430 SW BROADWAY,Portland,OR,97201,0,0,0,0,0,,1,1,0,0,,0,0,,1,,,,,1,4/26/18 14:31,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4904,Our House,8244,Our House of Portland (3007),PSH,,411098,C,SMF,HIV,2727 SE ALDER ST,PORTLAND,OR,97214,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,,,,,14,4/27/18 15:09,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11476,Outside In,6372,Jeffrey (2973),PSH,,411098,C,SMF,NA,1201 SW 11TH AVE,PORTLAND,OR,97205,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,,,,,10,4/27/18 15:09,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11476,Outside In,105828,"OI- HYC Hmlss Youth Continuum RRH (5359, 5360, 5362. 5361, 5874)",RRH,,411098,C,SMF+HC,NA,132 SW 13th Ave,portland,OR,97211,4,2,4,0,4,,13,13,0,13,,0,0,,17,,,,,17,4/10/18 14:59,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11476,Outside In,26150,Outside In - Collaboration (2643),PSH,,411098,C,SMF,NA,1132 SW 13TH AVE,PORTLAND,OR,97205,2,1,2,0,0,0,5,5,0,5,0,0,0,0,7,,,,,7,4/20/18 10:23,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11476,Outside In,111302,"Outside In - Family First (5201,5203,5199,5195)",RRH,,411098,C,YMF,NA,1132 SW 13TH AVE,PORTLAND,OR,97205,0,0,0,0,0,,1,1,0,1,,0,0,,1,,,,,1,4/26/18 14:35,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11476,Outside In,85397,Outside In - Old Town Collab (4466),PSH,,411098,C,SMF,NA,1132 SW 13TH AVE,PORTLAND,OR,97205,0,0,0,0,0,0,31,31,0,31,27,0,0,0,31,,,,,31,4/20/18 10:23,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11476,Outside In,25664,Outside In: Homeless Youth Continuum (3061),TH,,411098,C,SMF+HC,NA,1132 SW 13TH AVE,PORTLAND,OR,97205,0,0,0,0,0,,15,15,0,15,,2,2,,17,,,,,17,4/26/18 11:18,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11476,Outside In,25688,Outside In: HUD Horizons Youth  (3064),RRH,,411098,C,SMF+HC,NA,1132 SW 13TH AVE,PORTLAND,OR,97205,7,1,7,0,7,,2,2,0,2,,0,0,,9,,,,,9,4/26/18 13:20,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11476,Outside In,90732,RHY Outside In - TLP (4829),TH,,411098,C,SMF,NA,1132 SW 13TH AVE,PORTLAND,OR,97205,0,0,0,0,0,,7,7,0,7,,0,0,,7,,,,,7,4/26/18 11:18,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,41710,Portland Homeless Family Solutions,111123,PHFS-Winter Shelter (6322),ES,F,411098,N,SFHC,NA,1221 SW YAMHILL ST,PORTLAND,OR,97205,0,0,0,0,0,,0,0,0,0,,0,0,,0,70,70,12/14/17 0:00,4/30/18 0:00,70,4/6/18 14:25,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,5429,Portland Rescue Mission,110980,Rescue Mission Connect Program - HIC (6454),ES,F,411098,N,SMF,NA,111 W BURNSIDE ST,Portland,OR,97209,0,0,0,0,0,,55,0,0,0,,0,0,,55,0,0,,,55,4/5/18 11:38,Newly reported 2018,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,5429,Portland Rescue Mission,18313,Rescue Mission Men's Shelter - HIC (2306),ES,F,411098,C,SM,NA,111 W BURNSIDE ST,PORTLAND,OR,97209,0,0,0,0,0,,130,0,0,0,,0,0,,130,0,0,,,130,4/5/18 11:39,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7424,Portland VA,22173,VASH Vouchers (3009),PSH,,419051,C,SMF+HC,NA,135 SW ASH ST,PORTLAND,OR,97204,60,20,0,60,0,10,65,0,65,0,15,0,0,0,125,,,,,125,4/27/18 12:20,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7424,Portland VA,22173,VASH Vouchers (3009),PSH,,419051,U,SMF+HC,NA,135 SW ASH ST,PORTLAND,OR,97204,60,20,,60,0,60,55,,55,0,55,0,,0,115,,,,,115,4/27/18 15:12,New Allocation of VASH Vouchers,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,5972,REACH CDC,12422,Home Forward - The Rose (3012),PSH,,411098,C,SF,NA,4150 SW MOODY AVE,PORTLAND,OR,97239,0,0,0,0,0,0,58,58,0,0,0,0,0,0,58,,,,,58,4/20/18 10:24,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,5972,REACH CDC,11532,Ritzdorf Apartments (3011),PSH,,411098,C,SMF,NA,1225 SE BELMONT ST,PORTLAND,OR,97214,0,0,0,0,0,0,90,0,0,0,0,0,0,0,90,,,,,90,4/27/18 15:09,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,5972,REACH CDC,19595,Twelfth Ave. Terrace (3013),PSH,,411098,C,SMF,NA,1515 SW 12TH AVE,PORTLAND,OR,97201,0,0,0,0,0,0,119,0,0,0,0,0,0,0,119,,,,,119,4/27/18 15:10,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,5972,REACH CDC,23613,Walnut park (3014),PSH,,411098,C,SMF,NA,5272 NE 6TH AVE,PORTLAND,OR,97211,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,,,,,8,4/27/18 15:10,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,5972,REACH CDC,19795,Westshore (3015),PSH,,411098,C,SMF,NA,222 SW PINE ST,PORTLAND,OR,97204,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,,,,,6,4/27/18 15:10,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,6328,Salvation Army,22136,"Salvation Army (SAFES)  - Womens Shelter (2806, 5469)",ES,F,411098,C,SF,NA,30 SW 2ND AVE,PORTLAND,OR,97204,0,0,0,0,0,,80,80,0,0,,0,0,,80,0,0,,,80,4/18/18 17:06,Increased capacity to house more women off the street,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,6328,Salvation Army,12261,Salvation Army (SAFES) (2785),ES,F,411098,C,SF,NA,30 SW 2ND AVE,PORTLAND,OR,97204,0,0,0,0,0,,50,50,0,0,,0,0,,50,0,0,,,50,4/5/18 11:40,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,6328,Salvation Army,98662,Salvation Army (SAFES) Safe Harbor (5243),TH,,411098,C,SF,NA,30 SW 2ND AVE,PORTLAND,OR,97204,0,0,0,0,0,,35,35,0,0,,0,0,,35,,,,,35,4/5/18 11:59,continue to ramp up,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,6328,Salvation Army,83434,Salvation Army - HUD Women's Housing Collaborative (3608),PSH,,411098,C,SFHC,NA,30 SW 2ND AVE,PORTLAND,OR,97204,0,0,0,0,0,0,15,15,0,0,15,0,0,0,15,,,,,15,4/20/18 10:24,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12024,"Self-Enhancement, Inc (SEI)",107080,"Self-Enhancement, Inc. (SEI) â€“ STRA â€“ RRH (5650)",RRH,,411098,C,SMF+HC,NA,3920 N KERBY AVE,PORTLAND,OR,97227,9,2,9,0,0,,0,0,0,0,,0,0,,9,,,,,9,4/10/18 15:41,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12024,"Self-Enhancement, Inc (SEI)",105819,"Self-Enhancement, Inc. - Project Haven PSH (5590, 5758)",PSH,,411098,C,SMF+HC,NA,3920 N KERBY AVE,PORTLAND,OR,97227,7,2,7,0,0,7,11,11,0,0,1,0,0,0,18,,,,,18,4/20/18 10:24,In ramp up first year of grant,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12024,"Self-Enhancement, Inc (SEI)",105820,"Self-Enhancement, Inc. - Project Haven RRH (5755, 5968)",RRH,,411098,C,SMF+HC,NA,3920 N KERBY AVE,PORTLAND,OR,97227,189,59,189,0,0,,27,27,0,0,,0,0,,216,,,,,216,4/10/18 15:42,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,1374,Barbara Maher (3018),PSH,,411098,C,SMF,NA,2322 N WILLIAMS AVE,PORTLAND,OR,97227,0,0,0,0,0,0,32,32,0,0,32,0,0,0,32,,,,,32,4/26/18 12:47,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,37257,GPD -Transition Projects Inc. - Doreen's Place (3189),TH,,411098,C,SM,NA,610 NW BROADWAY,PORTLAND,OR,97209,0,0,0,0,0,,37,37,37,0,,0,0,,37,,,,,37,4/26/18 11:19,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,37258,GPD-Transition Projects Inc. - Clark Annex (4259),TH,,411098,C,SM,NA,1431 SE MLK BLVD,PORTLAND,OR,97214,0,0,0,0,0,,8,8,8,0,,0,0,,8,,,,,8,4/5/18 18:03,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,111124,TPI - 5th Ave Shelter (6281),ES,F,411098,N,SMF,NA,421 sw 5th av,portland,OR,97204,0,0,0,0,0,,0,0,0,0,,0,0,,0,77,77,11/20/17 0:00,5/31/18 0:00,78,4/26/18 11:07,Seasonal beds only,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,14609,TPI - Columbia Shelter (5857),ES,F,411098,C,SMF,NA,655 NW HOYT ST,PORTLAND,OR,97209,0,0,0,0,0,,100,100,0,0,,0,0,,100,0,0,,,109,4/26/18 11:08,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,111305,TPI - Dest Housing RRH (6284),RRH,,411098,C,SMF,NA,665 NW HOYT ST,PORTLAND,OR,97204,0,0,0,0,0,,4,4,0,0,,0,0,,4,,,,,4,4/26/18 14:47,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,105815,TPI - EHA STRA RRH (5611),RRH,,411098,C,SMF+HC,NA,665 NW HOYT ST,PORTLAND,OR,97209,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/10/18 15:48,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,105813,TPI - EHA Vets RRH (4930),RRH,,411098,C,SMF+HC,NA,665 NW Hoyt St,portlND,OR,97333,0,0,0,0,0,,1,1,1,0,,0,0,,1,,,,,1,4/10/18 15:47,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,103572,TPI - Hansen ES (5588),ES,F,411098,C,SMF,NA,655 NW HOYT ST,PORTLAND,OR,97209,0,0,0,0,0,,201,201,0,0,,0,0,,201,0,0,,,201,4/26/18 11:09,reduced shelter capacity,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,106970,TPI - Oregon Vets (OHA) - PSH (5744),PSH,,411098,C,SMF,NA,8028 E BURNSIDE ST,PORTLAND,OR,97215,0,0,0,0,0,0,21,21,21,0,0,0,0,0,21,,,,,21,4/20/18 10:25,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,1923,TPI - OTIS (56),PSH,,411098,C,SMF,NA,665 NW HOYT ST,PORTLAND,OR,97209,0,0,0,0,0,0,19,19,0,0,19,0,0,0,19,,,,,19,4/20/18 10:25,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,111306,"TPI - STRA RRH (6393, 6189, 3220)",RRH,,411098,C,SFHC,NA,665 NW HOYT ST,PORTLAND,OR,97209,2,1,2,0,0,,7,7,0,0,,0,0,,9,,,,,9,4/26/18 14:33,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,103574,TPI - Willamette ES (5764),ES,F,411098,C,SMF,NA,655 NW HOYT ST,PORTLAND,OR,97209,0,0,0,0,0,,120,120,0,0,,0,0,,120,0,0,,,120,4/26/18 11:11,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,111307,TPI - Women's Housing RRH (6153),RRH,,411098,C,SF,NA,665 NW HOYT ST,portland,OR,97209,0,0,0,0,0,,7,7,0,0,,0,0,,7,,,,,7,4/26/18 14:32,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,12523,TPI Funding Collaboration (2563),PSH,,411098,C,SMF,NA,665 NW HOYT ST,PORTLAND,OR,97209,2,1,2,0,0,2,26,26,0,0,22,0,0,0,28,,,,,28,4/26/18 12:48,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,26787,TPI SOS Shelter (2712),ES,F,411098,C,SMF,NA,475 NW GLISAN ST,PORTLAND,OR,97209,0,0,0,0,0,,79,79,0,0,,0,0,,79,0,0,,,79,4/26/18 11:10,shifted beds to other providers within organziation,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,98667,"TPI SSVF (4804, 4802, 4795, 4787, 6366, 6350)",RRH,,411098,C,SMF+HC,NA,475 NW GLISAN ST,PORTLAND,OR,97209,19,6,19,19,0,,33,33,33,0,,0,0,,52,,,,,52,4/26/18 13:31,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,107081,TPI- Rent - CGF (STRA) - RRH (54),RRH,,411098,C,SMF,NA,665 NW HOYT ST,PORTLAND,OR,97209,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/20/18 10:54,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,85398,Transition Projects - START (4431),RRH,,411098,C,SMF,NA,665 NW HOYT ST,PORTLAND,OR,97209,0,0,0,0,0,,3,3,0,0,,0,0,,3,,,,,3,4/10/18 15:49,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,85399,Transition Projects - WH4W (4821),PSH,,411098,C,SF,NA,665 NW HOYT ST,PORTLAND,OR,97209,0,0,0,0,0,0,34,34,0,0,34,0,0,0,34,,,,,34,4/26/18 14:37,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,55548,Transition Projects ESGP (3926),RRH,,411098,C,SMF,NA,665 NW HOYT ST,PORTLAND,OR,97209,0,0,0,0,0,,5,5,0,0,,0,0,,5,,,,,5,4/10/18 15:50,,allocations 2011.2 and 2012
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,12491,Transition Projects Inc.  Housing - Horizons (52),RRH,,411098,C,SMF,NA,665 NW HOYT ST,PORTLAND,OR,97209,0,0,0,0,0,,13,13,0,0,,0,0,,13,,,,,13,4/10/18 15:50,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,15777,Transition Projects Inc. - Clark Annex PSH (2858),PSH,,411098,C,SMF,NA,1431 SE MLK BLVD,PORTLAND,OR,97214,0,0,0,0,0,0,14,14,0,0,2,0,0,0,14,,,,,14,4/20/18 10:26,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,23504,Transition Projects Inc. - Clark Center - SP(25),ES,F,411098,C,SM,NA,1431 SE MLK BLVD,PORTLAND,OR,97214,0,0,0,0,0,,90,90,0,0,,0,0,,90,0,0,,,97,4/26/18 11:08,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,14610,Transition Projects Inc. - Doreen's Place (28),ES,F,411098,C,SM,NA,610 NW BROADWAY,PORTLAND,OR,97209,0,0,0,0,0,,45,45,0,0,,0,0,,45,0,0,,,45,4/5/18 11:45,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,7352,Transition Projects,12490,Transition Projects Inc. - Jean's Place (29),ES,F,411098,C,SF,NA,18 NE 11TH AVE,PORTLAND,OR,97232,0,0,0,0,0,,60,60,0,0,,0,0,,60,0,0,,,60,4/26/18 14:43,increased capacity,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,10188,Urban League of Portland,8599,Park Terrace Apts (5185),PSH,,411098,C,SMF,NA,315 N ALBERTA ST,PORTLAND,OR,97217,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,,,,,5,4/27/18 15:10,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,10188,Urban League of Portland,105816,"Urban League - JOHS STRA RRH (5184, 6247)",RRH,,411098,N,SMF+HC,NA,10 N RUSSELL ST,PORTLAND,OR,97227,14,5,14,0,0,,1,1,0,0,,0,0,,15,,,,,15,4/10/18 15:45,,
